Rank,Name,Country,Team Code,Age,ResultTime,Stage,Timegap1,Gap,Team
177,Sergei CHERNETSKI,Russia,KAT,25,+1:07:47,6,+1:07:47,+1:07:47,TEAM KATUSHA
178,Marco BANDIERA,Italy,AND,31,+1:08:38,6,+1:08:38,+1:08:38,ANDRONI GIOCATTOLI - SIDERMEC
179,Alessandro MALAGUTI,Italy,NIP,28,+1:09:30,6,+1:09:30,+1:09:30,NIPPO - VINI FANTINI
180,Cheng JI,China,TGA,28,+1:09:33,6,+1:09:33,+1:09:33,TEAM GIANT - ALPECIN
181,Eugert ZHUPA,Albania,STH,25,+1:10:48,6,+1:10:48,+1:10:48,SOUTHEAST
182,Eduard Michael GROSU,Romania,NIP,23,+1:12:46,6,+1:12:46,+1:12:46,NIPPO - VINI FANTINI
183,Jussi VEIKKANEN,Finland,FDJ,34,+1:12:47,6,+1:12:47,+1:12:47,FDJ
184,Nicola BOEM,Italy,BAR,26,+1:12:58,6,+1:12:58,+1:12:58,BARDIANI CSF
185,Michael HEPBURN,Australia,OGE,24,+1:14:58,6,+1:14:58,+1:14:58,ORICA GREENEDGE
186,Roger KLUGE,Germany,IAM,29,+1:15:38,6,+1:15:38,+1:15:38,IAM CYCLING
187,Aleksejs SARAMOTINS,Latvia,IAM,33,+1:25:03,6,+1:25:03,+1:25:03,IAM CYCLING
188,Marco COLEDAN,Italy,TFR,27,+1:25:37,6,+1:25:37,+1:25:37,TREK FACTORY RACING
189,Matteo PELUCCHI,Italy,IAM,26,+1:27:17,6,+1:27:17,+1:27:17,IAM CYCLING
190,Manabu ISHIBASHI,Japan,NIP,23,+1:30:23,6,+1:30:23,+1:30:23,NIPPO - VINI FANTINI
1,Alberto CONTADOR VELASCO,Spain,TCS,33,27:48:00,7,+1.15833333333333,+0,TINKOFF - SAXO
2,Fabio ARU,Italy,AST,25,2,7,+2,+2,ASTANA PRO TEAM
3,Richie PORTE,Australia,SKY,30,20,7,+20,+20,TEAM SKY
4,Roman KREUZIGER,Czech Republic,TCS,29,22,7,+22,+22,TINKOFF - SAXO
5,Dario CATALDO,Italy,AST,30,28,7,+28,+28,ASTANA PRO TEAM
6,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,37,7,+37,+37,ORICA GREENEDGE
7,Giovanni VISCONTI,Italy,MOV,32,56,7,+56,+56,MOVISTAR TEAM
8,Mikel LANDA MEANA,Spain,AST,26,+1:01,7,+1:01,+1:01,ASTANA PRO TEAM
9,Davide FORMOLO,Italy,TCG,23,+1:15,7,+1:15,+1:15,TEAM CANNONDALE - GARMIN
10,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+1:18,7,+1:18,+1:18,MOVISTAR TEAM
11,Damiano CARUSO,Italy,BMC,28,+1:22,7,+1:22,+1:22,BMC RACING TEAM
12,Rigoberto URAN URAN,Colombia,EQS,28,+1:22,7,+1:22,+1:22,ETIXX - QUICK STEP
13,Yury TROFIMOV,Russia,KAT,31,+1:24,7,+1:24,+1:24,TEAM KATUSHA
14,Leopold KONIG,Czech Republic,SKY,28,+1:24,7,+1:24,+1:24,TEAM SKY
15,Amaël MOINARD,France,BMC,33,+1:46,7,+1:46,+1:46,BMC RACING TEAM
16,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+1:49,7,+1:49,+1:49,BMC RACING TEAM
17,Damiano CUNEGO,Italy,NIP,34,+2:12,7,+2:12,+2:12,NIPPO - VINI FANTINI
18,Jurgen VAN DEN BROECK,Belgium,LTS,32,+2:27,7,+2:27,+2:27,LOTTO SOUDAL
19,Alexandre GENIEZ,France,FDJ,27,+2:33,7,+2:33,+2:33,FDJ
20,Maxime MONFORT,Belgium,LTS,32,+2:36,7,+2:36,+2:36,LOTTO SOUDAL
21,Kanstantsin SIUTSOU,Belarus,SKY,33,+2:42,7,+2:42,+2:42,TEAM SKY
22,Simon CLARKE,Australia,OGE,29,+3:23,7,+3:23,+3:23,ORICA GREENEDGE
23,Diego ROSA,Italy,AST,26,+3:31,7,+3:31,+3:31,ASTANA PRO TEAM
24,Jonathan MONSALVE,Venezuela,STH,26,+3:42,7,+3:42,+3:42,SOUTHEAST
25,Paolo TIRALONGO,Italy,AST,38,+4:46,7,+4:46,+4:46,ASTANA PRO TEAM
26,Jon IZAGUIRRE INSAUSTI,Spain,MOV,26,+4:49,7,+4:49,+4:49,MOVISTAR TEAM
27,Przemyslaw NIEMIEC,Poland,LAM,35,+5:10,7,+5:10,+5:10,LAMPRE - MERIDA
28,Mikel NIEVE ITURALDE,Spain,SKY,31,+6:01,7,+6:01,+6:01,TEAM SKY
29,Ryder HESJEDAL,Canada,TCG,35,+6:11,7,+6:11,+6:11,TEAM CANNONDALE - GARMIN
30,Michael ROGERS,Australia,TCS,36,+6:51,7,+6:51,+6:51,TINKOFF - SAXO
31,Steven KRUIJSWIJK,Netherlands,TLJ,28,+9:54,7,+9:54,+9:54,TEAM LOTTO NL - JUMBO
32,Tanel KANGERT,Estonia,AST,28,+10:11,7,+10:11,+10:11,ASTANA PRO TEAM
33,Sébastien REICHENBACH,Switzerland,IAM,26,+15:04,7,+15:04,+15:04,IAM CYCLING
34,Carlos Alberto BETANCUR GOMEZ,Colombia,ALM,26,+15:06,7,+15:06,+15:06,AG2R LA MONDIALE
35,Stefano PIRAZZI,Italy,BAR,28,+15:29,7,+15:29,+15:29,BARDIANI CSF
36,Francesco Manuel BONGIORNO,Italy,BAR,25,+15:45,7,+15:45,+15:45,BARDIANI CSF
37,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+16:01,7,+16:01,+16:01,TEAM CANNONDALE - GARMIN
38,Jan POLANC,Slovenia,LAM,23,+17:32,7,+17:32,+17:32,LAMPRE - MERIDA
39,Stef CLEMENT,Netherlands,IAM,33,+18:18,7,+18:18,+18:18,IAM CYCLING
40,Matteo MONTAGUTI,Italy,ALM,31,+19:14,7,+19:14,+19:14,AG2R LA MONDIALE
41,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,+19:53,7,+19:53,+19:53,LAMPRE - MERIDA
42,Fabio FELLINE,Italy,TFR,25,+20:00,7,+20:00,+20:00,TREK FACTORY RACING
43,Luis Leon SANCHEZ GIL,Spain,AST,32,+21:04,7,+21:04,+21:04,ASTANA PRO TEAM
44,Diego ULISSI,Italy,LAM,26,+21:30,7,+21:30,+21:30,LAMPRE - MERIDA
45,Jesus HERRADA LOPEZ,Spain,MOV,25,+22:33,7,+22:33,+22:33,MOVISTAR TEAM
46,Maxime BOUET,France,EQS,29,+23:05,7,+23:05,+23:05,ETIXX - QUICK STEP
47,Benat INTXAUSTI ELORRIAGA,Spain,MOV,29,+23:23,7,+23:23,+23:23,MOVISTAR TEAM
48,Philippe GILBERT,Belgium,BMC,33,+23:27,7,+23:27,+23:27,BMC RACING TEAM
49,Franco PELLIZOTTI,Italy,AND,37,+23:40,7,+23:40,+23:40,ANDRONI GIOCATTOLI - SIDERMEC
50,Kenny ELISSONDE,France,FDJ,24,+24:07,7,+24:07,+24:07,FDJ
51,Pavel KOCHETKOV,Russia,KAT,29,+24:09,7,+24:09,+24:09,TEAM KATUSHA
52,Francesco GAVAZZI,Italy,STH,31,+24:15,7,+24:15,+24:15,SOUTHEAST
53,Igor ANTON HERNANDEZ,Spain,MOV,32,+24:35,7,+24:35,+24:35,MOVISTAR TEAM
54,Andrey ZEITS,Kazakhstan,AST,29,+25:09,7,+25:09,+25:09,ASTANA PRO TEAM
55,Sergey LAGUTIN,Russia,KAT,34,+25:20,7,+25:20,+25:20,TEAM KATUSHA
56,Ilnur ZAKARIN,Russia,KAT,26,+25:26,7,+25:26,+25:26,TEAM KATUSHA
57,Simone STORTONI,Italy,AND,30,+26:06,7,+26:06,+26:06,ANDRONI GIOCATTOLI - SIDERMEC
58,Silvan DILLIER,Switzerland,BMC,25,+26:16,7,+26:16,+26:16,BMC RACING TEAM
59,Mauro FINETTO,Italy,STH,30,+26:36,7,+26:36,+26:36,SOUTHEAST
60,Ivan BASSO,Italy,TCS,38,+27:33,7,+27:33,+27:33,TINKOFF - SAXO
61,Sylwester SZMYD,Poland,CCC,37,+27:52,7,+27:52,+27:52,CCC SPRANDI POLKOWICE
62,Edoardo ZARDINI,Italy,BAR,26,+28:13,7,+28:13,+28:13,BARDIANI CSF
63,Simon GERRANS,Australia,OGE,35,+28:16,7,+28:16,+28:16,ORICA GREENEDGE
64,Francis MOUREY,France,FDJ,35,+28:42,7,+28:42,+28:42,FDJ
65,David DE LA CRUZ MELGAREJO,Spain,EQS,26,+29:20,7,+29:20,+29:20,ETIXX - QUICK STEP
66,Branislau SAMOILAU,Belarus,CCC,30,+29:44,7,+29:44,+29:44,CCC SPRANDI POLKOWICE
67,Martijn KEIZER,Netherlands,TLJ,27,+31:30,7,+31:30,+31:30,TEAM LOTTO NL - JUMBO
68,Enrico BATTAGLIN,Italy,BAR,26,+31:36,7,+31:36,+31:36,BARDIANI CSF
69,Sebastian HENAO GOMEZ,Colombia,SKY,22,+31:46,7,+31:46,+31:46,TEAM SKY
70,Adam HANSEN,Australia,LTS,34,+33:53,7,+33:53,+33:53,LOTTO SOUDAL
71,Clement CHEVRIER,France,IAM,23,+34:00,7,+34:00,+34:00,IAM CYCLING
72,Salvatore PUCCIO,Italy,SKY,26,+36:38,7,+36:38,+36:38,TEAM SKY
73,Gianfranco ZILIOLI,Italy,AND,25,+36:59,7,+36:59,+36:59,ANDRONI GIOCATTOLI - SIDERMEC
74,Luca PAOLINI,Italy,KAT,38,+37:01,7,+37:01,+37:01,TEAM KATUSHA
75,Sylvain CHAVANEL,France,IAM,36,+37:11,7,+37:11,+37:11,IAM CYCLING
76,Tom Jelte SLAGTER,Netherlands,TCG,26,+37:23,7,+37:23,+37:23,TEAM CANNONDALE - GARMIN
77,Hubert DUPONT,France,ALM,35,+37:31,7,+37:31,+37:31,AG2R LA MONDIALE
78,Michael MATTHEWS,Australia,OGE,25,+38:02,7,+38:02,+38:02,ORICA GREENEDGE
79,Grega BOLE,Slovenia,CCC,30,+38:16,7,+38:16,+38:16,CCC SPRANDI POLKOWICE
80,Davide VILLELLA,Italy,TCG,24,+39:37,7,+39:37,+39:37,TEAM CANNONDALE - GARMIN
81,Ruben FERNANDEZ,Spain,MOV,24,+40:44,7,+40:44,+40:44,MOVISTAR TEAM
82,Sonny COLBRELLI,Italy,BAR,25,+40:47,7,+40:47,+40:47,BARDIANI CSF
83,Manuele MORI,Italy,LAM,35,+41:05,7,+41:05,+41:05,LAMPRE - MERIDA
84,Thomas DANIELSON,United States,TCG,37,+41:09,7,+41:09,+41:09,TEAM CANNONDALE - GARMIN
85,Elia FAVILLI,Italy,STH,26,+43:06,7,+43:06,+43:06,SOUTHEAST
86,Sander ARMEE,Belgium,LTS,30,+45:07,7,+45:07,+45:07,LOTTO SOUDAL
87,Kristof VANDEWALLE,Belgium,TFR,30,+45:21,7,+45:21,+45:21,TREK FACTORY RACING
88,Stefan KUENG,Switzerland,BMC,22,+46:32,7,+46:32,+46:32,BMC RACING TEAM
89,Patrick GRETSCH,Germany,ALM,28,+46:37,7,+46:37,+46:37,AG2R LA MONDIALE
90,Pieter WEENING,Netherlands,OGE,34,+46:44,7,+46:44,+46:44,ORICA GREENEDGE
91,Enrico BARBIN,Italy,BAR,25,+46:45,7,+46:45,+46:45,BARDIANI CSF
92,Brent BOOKWALTER,United States,BMC,31,+47:18,7,+47:18,+47:18,BMC RACING TEAM
93,Manuele BOARO,Italy,TCS,28,+47:23,7,+47:23,+47:23,TINKOFF - SAXO
94,Alessandro BISOLTI,Italy,NIP,30,+47:25,7,+47:25,+47:25,NIPPO - VINI FANTINI
95,Axel DOMONT,France,ALM,25,+48:12,7,+48:12,+48:12,AG2R LA MONDIALE
96,Manuel BELLETTI,Italy,STH,30,+48:13,7,+48:13,+48:13,SOUTHEAST
97,Maciej PATERSKI,Poland,CCC,29,+49:15,7,+49:15,+49:15,CCC SPRANDI POLKOWICE
98,Nathan BROWN,United States,TCG,24,+49:23,7,+49:23,+49:23,TEAM CANNONDALE - GARMIN
99,Vasil KIRYIENKA,Belarus,SKY,34,+49:30,7,+49:30,+49:30,TEAM SKY
100,Tobias LUDVIGSSON,Sweden,TGA,24,+51:28,7,+51:28,+51:28,TEAM GIANT - ALPECIN
101,Rinaldo NOCENTINI,Italy,ALM,38,+51:30,7,+51:30,+51:30,AG2R LA MONDIALE
102,Davide APPOLLONIO,Italy,AND,26,+53:56,7,+53:56,+53:56,ANDRONI GIOCATTOLI - SIDERMEC
103,Simon GESCHKE,Germany,TGA,29,+54:41,7,+54:41,+54:41,TEAM GIANT - ALPECIN
104,Janier Alexis ACEVEDO COLLE,Colombia,TCG,30,+54:57,7,+54:57,+54:57,TEAM CANNONDALE - GARMIN
105,Hugo HOULE,Canada,ALM,25,+55:29,7,+55:29,+55:29,AG2R LA MONDIALE
106,Anthony ROUX,France,FDJ,28,+55:41,7,+55:41,+55:41,FDJ
107,Fumiyuki BEPPU,Japan,TFR,32,+56:19,7,+56:19,+56:19,TREK FACTORY RACING
108,André GREIPEL,Germany,LTS,33,+56:55,7,+56:55,+56:55,LOTTO SOUDAL
109,Chad HAGA,United States,TGA,27,+57:24,7,+57:24,+57:24,TEAM GIANT - ALPECIN
110,Cédric PINEAU,France,FDJ,30,+57:42,7,+57:42,+57:42,FDJ
111,Juan Jose LOBATO DEL VALLE,Spain,MOV,27,+57:51,7,+57:51,+57:51,MOVISTAR TEAM
112,Maximiliano Ariel RICHEZE,Argentina,LAM,32,+58:01,7,+58:01,+58:01,LAMPRE - MERIDA
113,Matteo TOSATTO,Italy,TCS,41,+58:04,7,+58:04,+58:04,TINKOFF - SAXO
114,Fabio SABATINI,Italy,EQS,30,+58:08,7,+58:08,+58:08,ETIXX - QUICK STEP
115,Sam BEWLEY,New Zealand,OGE,28,+58:50,7,+58:50,+58:50,ORICA GREENEDGE
116,Luke DURBRIDGE,Australia,OGE,24,+58:57,7,+58:57,+58:57,ORICA GREENEDGE
117,Marek RUTKIEWICZ,Poland,CCC,34,+59:24,7,+59:24,+59:24,CCC SPRANDI POLKOWICE
118,Petr VAKOC,Czech Republic,EQS,23,+59:37,7,+59:37,+59:37,ETIXX - QUICK STEP
119,Alessandro PETACCHI,Italy,STH,41,+1:00:33,7,+1:00:33,+1:00:33,SOUTHEAST
120,Julien BERARD,France,ALM,28,+1:01:01,7,+1:01:01,+1:01:01,AG2R LA MONDIALE
121,Luka MEZGEC,Slovenia,TGA,27,+1:01:50,7,+1:01:50,+1:01:50,TEAM GIANT - ALPECIN
122,Ivan ROVNY,Russia,TCS,28,+1:01:54,7,+1:01:54,+1:01:54,TINKOFF - SAXO
123,Sergio Miguel MOREIRA PAULINHO,Portugal,TCS,35,+1:01:54,7,+1:01:54,+1:01:54,TINKOFF - SAXO
124,Arnaud COURTEILLE,France,FDJ,26,+1:02:39,7,+1:02:39,+1:02:39,FDJ
125,Lars Ytting BAK,Denmark,LTS,35,+1:02:46,7,+1:02:46,+1:02:46,LOTTO SOUDAL
126,Greg HENDERSON,New Zealand,LTS,39,+1:02:50,7,+1:02:50,+1:02:50,LOTTO SOUDAL
127,Luca CHIRICO,Italy,BAR,23,+1:02:57,7,+1:02:57,+1:02:57,BARDIANI CSF
128,Nikias ARNDT,Germany,TGA,24,+1:03:09,7,+1:03:09,+1:03:09,TEAM GIANT - ALPECIN
129,Kévin REZA,France,FDJ,27,+1:03:10,7,+1:03:10,+1:03:10,FDJ
130,Roberto FERRARI,Italy,LAM,32,+1:03:27,7,+1:03:27,+1:03:27,LAMPRE - MERIDA
131,Marcus BURGHARDT,Germany,BMC,32,+1:04:06,7,+1:04:06,+1:04:06,BMC RACING TEAM
132,Heinrich HAUSSLER,Australia,IAM,31,+1:04:22,7,+1:04:22,+1:04:22,IAM CYCLING
133,Sacha MODOLO,Italy,LAM,28,+1:04:43,7,+1:04:43,+1:04:43,LAMPRE - MERIDA
134,Dayer Uberney QUINTANA ROJAS,Colombia,MOV,23,+1:06:34,7,+1:06:34,+1:06:34,MOVISTAR TEAM
135,Lukasz OWSIAN,Poland,CCC,25,+1:06:39,7,+1:06:39,+1:06:39,CCC SPRANDI POLKOWICE
136,Pier Paolo DE NEGRI,Italy,NIP,29,+1:06:44,7,+1:06:44,+1:06:44,NIPPO - VINI FANTINI
137,Elia VIVIANI,Italy,SKY,26,+1:07:48,7,+1:07:48,+1:07:48,TEAM SKY
138,Bertjan LINDEMAN,Netherlands,TLJ,26,+1:08:27,7,+1:08:27,+1:08:27,TEAM LOTTO NL - JUMBO
139,Nikolay MIHAYLOV,Bulgaria,CCC,27,+1:08:40,7,+1:08:40,+1:08:40,CCC SPRANDI POLKOWICE
140,Marco FRAPPORTI,Italy,AND,30,+1:08:47,7,+1:08:47,+1:08:47,ANDRONI GIOCATTOLI - SIDERMEC
141,Matteo BUSATO,Italy,STH,28,+1:09:13,7,+1:09:13,+1:09:13,SOUTHEAST
142,Giacomo NIZZOLO,Italy,TFR,26,+1:09:16,7,+1:09:16,+1:09:16,TREK FACTORY RACING
143,Giacomo BERLATO,Italy,NIP,23,+1:09:51,7,+1:09:51,+1:09:51,NIPPO - VINI FANTINI
144,Murilo Antonio FISCHER,Brazil,FDJ,36,+1:10:22,7,+1:10:22,+1:10:22,FDJ
145,Tom BOONEN,Belgium,EQS,35,+1:11:02,7,+1:11:02,+1:11:02,ETIXX - QUICK STEP
146,Caleb FAIRLY,United States,TGA,28,+1:11:12,7,+1:11:12,+1:11:12,TEAM GIANT - ALPECIN
147,Moreno HOFLAND,Netherlands,TLJ,24,+1:11:13,7,+1:11:13,+1:11:13,TEAM LOTTO NL - JUMBO
148,Alexander PORSEV,Russia,KAT,29,+1:12:52,7,+1:12:52,+1:12:52,TEAM KATUSHA
149,Nick VAN DER LIJKE,Netherlands,TLJ,24,+1:12:52,7,+1:12:52,+1:12:52,TEAM LOTTO NL - JUMBO
150,Maarten TJALLINGII,Netherlands,TLJ,38,+1:12:53,7,+1:12:53,+1:12:53,TEAM LOTTO NL - JUMBO
151,Jaroslaw MARYCZ,Poland,CCC,28,+1:13:25,7,+1:13:25,+1:13:25,CCC SPRANDI POLKOWICE
152,Eugenio ALAFACI,Italy,TFR,25,+1:13:35,7,+1:13:35,+1:13:35,TREK FACTORY RACING
153,Maxim BELKOV,Russia,KAT,30,+1:13:46,7,+1:13:46,+1:13:46,TEAM KATUSHA
154,Davide MALACARNE,Italy,AST,28,+1:13:56,7,+1:13:56,+1:13:56,ASTANA PRO TEAM
155,Serghei TVETCOV,Romania,AND,27,+1:14:23,7,+1:14:23,+1:14:23,ANDRONI GIOCATTOLI - SIDERMEC
156,Bartlomiej MATYSIAK,Poland,CCC,31,+1:14:25,7,+1:14:25,+1:14:25,CCC SPRANDI POLKOWICE
157,Boy VAN POPPEL,Netherlands,TFR,27,+1:14:55,7,+1:14:55,+1:14:55,TREK FACTORY RACING
158,Gang XU,China,LAM,31,+1:15:12,7,+1:15:12,+1:15:12,LAMPRE - MERIDA
159,Alan MARANGONI,Italy,TCG,31,+1:16:10,7,+1:16:10,+1:16:10,TEAM CANNONDALE - GARMIN
160,Brett LANCASTER,Australia,OGE,36,+1:16:31,7,+1:16:31,+1:16:31,ORICA GREENEDGE
161,Nicola RUFFONI,Italy,BAR,25,+1:17:29,7,+1:17:29,+1:17:29,BARDIANI CSF
162,Christopher JUUL JENSEN,Denmark,TCS,26,+1:18:03,7,+1:18:03,+1:18:03,TINKOFF - SAXO
163,Stig BROECKX,Belgium,LTS,25,+1:20:44,7,+1:20:44,+1:20:44,LOTTO SOUDAL
164,Fabio SILVESTRE,Portugal,TFR,25,+1:20:50,7,+1:20:50,+1:20:50,TREK FACTORY RACING
165,Rick FLENS,Netherlands,TLJ,32,+1:20:56,7,+1:20:56,+1:20:56,TEAM LOTTO NL - JUMBO
166,Riccardo STACCHIOTTI,Italy,NIP,24,+1:21:04,7,+1:21:04,+1:21:04,NIPPO - VINI FANTINI
167,Louis VERVAEKE,Belgium,LTS,22,+1:21:07,7,+1:21:07,+1:21:07,LOTTO SOUDAL
168,Bernhard EISEL,Austria,SKY,34,+1:21:22,7,+1:21:22,+1:21:22,TEAM SKY
169,Rick ZABEL,Germany,BMC,22,+1:21:28,7,+1:21:28,+1:21:28,BMC RACING TEAM
170,Iljo KEISSE,Belgium,EQS,33,+1:22:20,7,+1:22:20,+1:22:20,ETIXX - QUICK STEP
171,Oscar GATTO,Italy,AND,30,+1:22:28,7,+1:22:28,+1:22:28,ANDRONI GIOCATTOLI - SIDERMEC
172,Tom STAMSNIJDER,Netherlands,TGA,30,+1:22:37,7,+1:22:37,+1:22:37,TEAM GIANT - ALPECIN
173,Jérôme PINEAU,France,IAM,35,+1:22:41,7,+1:22:41,+1:22:41,IAM CYCLING
174,Calvin WATSON,Australia,TFR,22,+1:23:11,7,+1:23:11,+1:23:11,TREK FACTORY RACING
175,Sergei CHERNETSKI,Russia,KAT,25,+1:23:38,7,+1:23:38,+1:23:38,TEAM KATUSHA
176,Alessandro MALAGUTI,Italy,NIP,28,+1:25:21,7,+1:25:21,+1:25:21,NIPPO - VINI FANTINI
177,Bert DE BACKER,Belgium,TGA,31,+1:25:47,7,+1:25:47,+1:25:47,TEAM GIANT - ALPECIN
178,Eugert ZHUPA,Albania,STH,25,+1:26:39,7,+1:26:39,+1:26:39,SOUTHEAST
179,Marco BANDIERA,Italy,AND,31,+1:27:25,7,+1:27:25,+1:27:25,ANDRONI GIOCATTOLI - SIDERMEC
180,Cheng JI,China,TGA,28,+1:28:26,7,+1:28:26,+1:28:26,TEAM GIANT - ALPECIN
181,Jussi VEIKKANEN,Finland,FDJ,34,+1:28:38,7,+1:28:38,+1:28:38,FDJ
182,Eduard Michael GROSU,Romania,NIP,23,+1:31:39,7,+1:31:39,+1:31:39,NIPPO - VINI FANTINI
183,Nicola BOEM,Italy,BAR,26,+1:32:11,7,+1:32:11,+1:32:11,BARDIANI CSF
184,Michael HEPBURN,Australia,OGE,24,+1:33:51,7,+1:33:51,+1:33:51,ORICA GREENEDGE
185,Roger KLUGE,Germany,IAM,29,+1:34:31,7,+1:34:31,+1:34:31,IAM CYCLING
186,Aleksejs SARAMOTINS,Latvia,IAM,33,+1:37:42,7,+1:37:42,+1:37:42,IAM CYCLING
187,Marco COLEDAN,Italy,TFR,27,+1:44:30,7,+1:44:30,+1:44:30,TREK FACTORY RACING
188,Matteo PELUCCHI,Italy,IAM,26,+1:46:10,7,+1:46:10,+1:46:10,IAM CYCLING
189,Manabu ISHIBASHI,Japan,NIP,23,+1:49:16,7,+1:49:16,+1:49:16,NIPPO - VINI FANTINI
1,Alberto CONTADOR VELASCO,Spain,TCS,33,32:40:07,8,+1.36119212962963,+0,TINKOFF - SAXO
2,Fabio ARU,Italy,AST,25,4,8,+4,+4,ASTANA PRO TEAM
3,Richie PORTE,Australia,SKY,30,22,8,+22,+22,TEAM SKY
4,Dario CATALDO,Italy,AST,30,30,8,+30,+30,ASTANA PRO TEAM
5,Mikel LANDA MEANA,Spain,AST,26,42,8,+42,+42,ASTANA PRO TEAM
6,Roman KREUZIGER,Czech Republic,TCS,29,+1:00,8,+1:00,+1:00,TINKOFF - SAXO
7,Giovanni VISCONTI,Italy,MOV,32,+1:16,8,+1:16,+1:16,MOVISTAR TEAM
8,Rigoberto URAN URAN,Colombia,EQS,28,+1:24,8,+1:24,+1:24,ETIXX - QUICK STEP
9,Damiano CARUSO,Italy,BMC,28,+1:34,8,+1:34,+1:34,BMC RACING TEAM
10,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+1:38,8,+1:38,+1:38,MOVISTAR TEAM
11,Leopold KONIG,Czech Republic,SKY,28,+1:44,8,+1:44,+1:44,TEAM SKY
12,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+2:09,8,+2:09,+2:09,BMC RACING TEAM
13,Davide FORMOLO,Italy,TCG,23,+2:15,8,+2:15,+2:15,TEAM CANNONDALE - GARMIN
14,Damiano CUNEGO,Italy,NIP,34,+2:24,8,+2:24,+2:24,NIPPO - VINI FANTINI
15,Yury TROFIMOV,Russia,KAT,31,+2:32,8,+2:32,+2:32,TEAM KATUSHA
16,Jurgen VAN DEN BROECK,Belgium,LTS,32,+2:47,8,+2:47,+2:47,LOTTO SOUDAL
17,Maxime MONFORT,Belgium,LTS,32,+3:14,8,+3:14,+3:14,LOTTO SOUDAL
18,Alexandre GENIEZ,France,FDJ,27,+3:55,8,+3:55,+3:55,FDJ
19,Amaël MOINARD,France,BMC,33,+4:45,8,+4:45,+4:45,BMC RACING TEAM
20,Jon IZAGUIRRE INSAUSTI,Spain,MOV,26,+5:01,8,+5:01,+5:01,MOVISTAR TEAM
21,Mikel NIEVE ITURALDE,Spain,SKY,31,+6:39,8,+6:39,+6:39,TEAM SKY
22,Ryder HESJEDAL,Canada,TCG,35,+6:49,8,+6:49,+6:49,TEAM CANNONDALE - GARMIN
23,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,+7:50,8,+7:50,+7:50,ORICA GREENEDGE
24,Przemyslaw NIEMIEC,Poland,LAM,35,+10:24,8,+10:24,+10:24,LAMPRE - MERIDA
25,Steven KRUIJSWIJK,Netherlands,TLJ,28,+11:21,8,+11:21,+11:21,TEAM LOTTO NL - JUMBO
26,Diego ROSA,Italy,AST,26,+12:51,8,+12:51,+12:51,ASTANA PRO TEAM
27,Tanel KANGERT,Estonia,AST,28,+12:52,8,+12:52,+12:52,ASTANA PRO TEAM
28,Paolo TIRALONGO,Italy,AST,38,+12:53,8,+12:53,+12:53,ASTANA PRO TEAM
29,Michael ROGERS,Australia,TCS,36,+14:58,8,+14:58,+14:58,TINKOFF - SAXO
30,Sébastien REICHENBACH,Switzerland,IAM,26,+14:58,8,+14:58,+14:58,IAM CYCLING
31,Kanstantsin SIUTSOU,Belarus,SKY,33,+15:52,8,+15:52,+15:52,TEAM SKY
32,Jonathan MONSALVE,Venezuela,STH,26,+16:07,8,+16:07,+16:07,SOUTHEAST
33,Stefano PIRAZZI,Italy,BAR,28,+17:14,8,+17:14,+17:14,BARDIANI CSF
34,Jan POLANC,Slovenia,LAM,23,+19:29,8,+19:29,+19:29,LAMPRE - MERIDA
35,Stef CLEMENT,Netherlands,IAM,33,+20:31,8,+20:31,+20:31,IAM CYCLING
36,Carlos Alberto BETANCUR GOMEZ,Colombia,ALM,26,+21:21,8,+21:21,+21:21,AG2R LA MONDIALE
37,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+21:26,8,+21:26,+21:26,TEAM CANNONDALE - GARMIN
38,Francesco Manuel BONGIORNO,Italy,BAR,25,+22:01,8,+22:01,+22:01,BARDIANI CSF
39,Benat INTXAUSTI ELORRIAGA,Spain,MOV,29,+22:40,8,+22:40,+22:40,MOVISTAR TEAM
40,Simon CLARKE,Australia,OGE,29,+24:52,8,+24:52,+24:52,ORICA GREENEDGE
41,Igor ANTON HERNANDEZ,Spain,MOV,32,+27:34,8,+27:34,+27:34,MOVISTAR TEAM
42,Ilnur ZAKARIN,Russia,KAT,26,+29:53,8,+29:53,+29:53,TEAM KATUSHA
43,Luis Leon SANCHEZ GIL,Spain,AST,32,+30:24,8,+30:24,+30:24,ASTANA PRO TEAM
44,Kenny ELISSONDE,France,FDJ,24,+31:31,8,+31:31,+31:31,FDJ
45,Diego ULISSI,Italy,LAM,26,+33:15,8,+33:15,+33:15,LAMPRE - MERIDA
46,Pavel KOCHETKOV,Russia,KAT,29,+33:29,8,+33:29,+33:29,TEAM KATUSHA
47,Franco PELLIZOTTI,Italy,AND,37,+33:30,8,+33:30,+33:30,ANDRONI GIOCATTOLI - SIDERMEC
