Rank,Name,Country,Team Code,Age,ResultTime,Stage,Timegap1,Gap,Team
158,Boy VAN POPPEL,Netherlands,TFR,27,+3:21:05,15,+3:21:05,+3:21:05,TREK FACTORY RACING
159,Stig BROECKX,Belgium,LTS,25,+3:25:44,15,+3:25:44,+3:25:44,LOTTO SOUDAL
160,Calvin WATSON,Australia,TFR,22,+3:27:10,15,+3:27:10,+3:27:10,TREK FACTORY RACING
161,Riccardo STACCHIOTTI,Italy,NIP,24,+3:27:24,15,+3:27:24,+3:27:24,NIPPO - VINI FANTINI
162,Eduard Michael GROSU,Romania,NIP,23,+3:28:45,15,+3:28:45,+3:28:45,NIPPO - VINI FANTINI
163,Jussi VEIKKANEN,Finland,FDJ,34,+3:30:48,15,+3:30:48,+3:30:48,FDJ
164,Alessandro MALAGUTI,Italy,NIP,28,+3:33:04,15,+3:33:04,+3:33:04,NIPPO - VINI FANTINI
165,Tom STAMSNIJDER,Netherlands,TGA,30,+3:33:43,15,+3:33:43,+3:33:43,TEAM GIANT - ALPECIN
166,Bert DE BACKER,Belgium,TGA,31,+3:34:10,15,+3:34:10,+3:34:10,TEAM GIANT - ALPECIN
167,Nicola BOEM,Italy,BAR,26,+3:35:01,15,+3:35:01,+3:35:01,BARDIANI CSF
168,Eugert ZHUPA,Albania,STH,25,+3:35:48,15,+3:35:48,+3:35:48,SOUTHEAST
169,Marco BANDIERA,Italy,AND,31,+3:36:22,15,+3:36:22,+3:36:22,ANDRONI GIOCATTOLI - SIDERMEC
170,Michael HEPBURN,Australia,OGE,24,+3:39:38,15,+3:39:38,+3:39:38,ORICA GREENEDGE
171,Cheng JI,China,TGA,28,+3:41:51,15,+3:41:51,+3:41:51,TEAM GIANT - ALPECIN
172,Roger KLUGE,Germany,IAM,29,+3:42:38,15,+3:42:38,+3:42:38,IAM CYCLING
173,Marco COLEDAN,Italy,TFR,27,+3:53:48,15,+3:53:48,+3:53:48,TREK FACTORY RACING
174,Aleksejs SARAMOTINS,Latvia,IAM,33,+3:53:59,15,+3:53:59,+3:53:59,IAM CYCLING
1,Alberto CONTADOR VELASCO,Spain,TCS,33,65:04:59,16,+2.71179398148148,+0,TINKOFF - SAXO
2,Mikel LANDA MEANA,Spain,AST,26,+4:02,16,+4:02,+4:02,ASTANA PRO TEAM
3,Fabio ARU,Italy,AST,25,+4:52,16,+4:52,+4:52,ASTANA PRO TEAM
4,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+5:48,16,+5:48,+5:48,MOVISTAR TEAM
5,Yury TROFIMOV,Russia,KAT,31,+8:27,16,+8:27,+8:27,TEAM KATUSHA
6,Leopold KONIG,Czech Republic,SKY,28,+9:31,16,+9:31,+9:31,TEAM SKY
7,Damiano CARUSO,Italy,BMC,28,+9:52,16,+9:52,+9:52,BMC RACING TEAM
8,Steven KRUIJSWIJK,Netherlands,TLJ,28,+11:40,16,+11:40,+11:40,TEAM LOTTO NL - JUMBO
9,Alexandre GENIEZ,France,FDJ,27,+12:48,16,+12:48,+12:48,FDJ
10,Ryder HESJEDAL,Canada,TCG,35,+12:49,16,+12:49,+12:49,TEAM CANNONDALE - GARMIN
11,Maxime MONFORT,Belgium,LTS,32,+14:04,16,+14:04,+14:04,LOTTO SOUDAL
12,Jurgen VAN DEN BROECK,Belgium,LTS,32,+15:59,16,+15:59,+15:59,LOTTO SOUDAL
13,Giovanni VISCONTI,Italy,MOV,32,+19:50,16,+19:50,+19:50,MOVISTAR TEAM
14,Rigoberto URAN URAN,Colombia,EQS,28,+22:12,16,+22:12,+22:12,ETIXX - QUICK STEP
15,Amaël MOINARD,France,BMC,33,+26:04,16,+26:04,+26:04,BMC RACING TEAM
16,Mikel NIEVE ITURALDE,Spain,SKY,31,+26:30,16,+26:30,+26:30,TEAM SKY
17,Tanel KANGERT,Estonia,AST,28,+26:58,16,+26:58,+26:58,ASTANA PRO TEAM
18,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+27:20,16,+27:20,+27:20,BMC RACING TEAM
19,Carlos Alberto BETANCUR GOMEZ,Colombia,ALM,26,+32:33,16,+32:33,+32:33,AG2R LA MONDIALE
20,Damiano CUNEGO,Italy,NIP,34,+37:22,16,+37:22,+37:22,NIPPO - VINI FANTINI
21,Roman KREUZIGER,Czech Republic,TCS,29,+37:47,16,+37:47,+37:47,TINKOFF - SAXO
22,Paolo TIRALONGO,Italy,AST,38,+38:00,16,+38:00,+38:00,ASTANA PRO TEAM
23,Dario CATALDO,Italy,AST,30,+46:09,16,+46:09,+46:09,ASTANA PRO TEAM
24,Jon IZAGUIRRE INSAUSTI,Spain,MOV,26,+46:43,16,+46:43,+46:43,MOVISTAR TEAM
25,Davide FORMOLO,Italy,TCG,23,+48:09,16,+48:09,+48:09,TEAM CANNONDALE - GARMIN
26,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+1:01:00,16,+1:01:00,+1:01:00,TEAM CANNONDALE - GARMIN
27,Diego ROSA,Italy,AST,26,+1:01:56,16,+1:01:56,+1:01:56,ASTANA PRO TEAM
28,Stefano PIRAZZI,Italy,BAR,28,+1:06:11,16,+1:06:11,+1:06:11,BARDIANI CSF
29,Benat INTXAUSTI ELORRIAGA,Spain,MOV,29,+1:15:20,16,+1:15:20,+1:15:20,MOVISTAR TEAM
30,Jonathan MONSALVE,Venezuela,STH,26,+1:18:51,16,+1:18:51,+1:18:51,SOUTHEAST
31,Przemyslaw NIEMIEC,Poland,LAM,35,+1:19:28,16,+1:19:28,+1:19:28,LAMPRE - MERIDA
32,Michael ROGERS,Australia,TCS,36,+1:23:07,16,+1:23:07,+1:23:07,TINKOFF - SAXO
33,Franco PELLIZOTTI,Italy,AND,37,+1:25:02,16,+1:25:02,+1:25:02,ANDRONI GIOCATTOLI - SIDERMEC
34,Igor ANTON HERNANDEZ,Spain,MOV,32,+1:28:31,16,+1:28:31,+1:28:31,MOVISTAR TEAM
35,Philippe GILBERT,Belgium,BMC,33,+1:29:37,16,+1:29:37,+1:29:37,BMC RACING TEAM
36,Grega BOLE,Slovenia,CCC,30,+1:30:45,16,+1:30:45,+1:30:45,CCC SPRANDI POLKOWICE
37,Luis Leon SANCHEZ GIL,Spain,AST,32,+1:31:36,16,+1:31:36,+1:31:36,ASTANA PRO TEAM
38,Fabio FELLINE,Italy,TFR,25,+1:31:58,16,+1:31:58,+1:31:58,TREK FACTORY RACING
39,Martijn KEIZER,Netherlands,TLJ,27,+1:33:03,16,+1:33:03,+1:33:03,TEAM LOTTO NL - JUMBO
40,Kanstantsin SIUTSOU,Belarus,SKY,33,+1:36:23,16,+1:36:23,+1:36:23,TEAM SKY
41,Pavel KOCHETKOV,Russia,KAT,29,+1:36:27,16,+1:36:27,+1:36:27,TEAM KATUSHA
42,Mauro FINETTO,Italy,STH,30,+1:37:50,16,+1:37:50,+1:37:50,SOUTHEAST
43,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,+1:45:27,16,+1:45:27,+1:45:27,ORICA GREENEDGE
44,Matteo MONTAGUTI,Italy,ALM,31,+1:48:35,16,+1:48:35,+1:48:35,AG2R LA MONDIALE
45,David DE LA CRUZ MELGAREJO,Spain,EQS,26,+1:49:00,16,+1:49:00,+1:49:00,ETIXX - QUICK STEP
46,Francesco GAVAZZI,Italy,STH,31,+1:49:23,16,+1:49:23,+1:49:23,SOUTHEAST
47,Sebastian HENAO GOMEZ,Colombia,SKY,22,+1:51:08,16,+1:51:08,+1:51:08,TEAM SKY
48,Sylvain CHAVANEL,France,IAM,36,+1:52:36,16,+1:52:36,+1:52:36,IAM CYCLING
49,Sylwester SZMYD,Poland,CCC,37,+1:52:54,16,+1:52:54,+1:52:54,CCC SPRANDI POLKOWICE
50,Sergey LAGUTIN,Russia,KAT,34,+1:53:15,16,+1:53:15,+1:53:15,TEAM KATUSHA
51,Maxime BOUET,France,EQS,29,+1:53:19,16,+1:53:19,+1:53:19,ETIXX - QUICK STEP
52,Andrey ZEITS,Kazakhstan,AST,29,+1:54:27,16,+1:54:27,+1:54:27,ASTANA PRO TEAM
53,Francesco Manuel BONGIORNO,Italy,BAR,25,+1:54:59,16,+1:54:59,+1:54:59,BARDIANI CSF
54,Francis MOUREY,France,FDJ,35,+1:55:17,16,+1:55:17,+1:55:17,FDJ
55,Hubert DUPONT,France,ALM,35,+1:58:12,16,+1:58:12,+1:58:12,AG2R LA MONDIALE
56,Ivan BASSO,Italy,TCS,38,+1:59:22,16,+1:59:22,+1:59:22,TINKOFF - SAXO
57,Ilnur ZAKARIN,Russia,KAT,26,+1:59:22,16,+1:59:22,+1:59:22,TEAM KATUSHA
58,Branislau SAMOILAU,Belarus,CCC,30,+2:00:20,16,+2:00:20,+2:00:20,CCC SPRANDI POLKOWICE
59,Silvan DILLIER,Switzerland,BMC,25,+2:00:42,16,+2:00:42,+2:00:42,BMC RACING TEAM
60,Diego ULISSI,Italy,LAM,26,+2:01:33,16,+2:01:33,+2:01:33,LAMPRE - MERIDA
61,Jan POLANC,Slovenia,LAM,23,+2:05:02,16,+2:05:02,+2:05:02,LAMPRE - MERIDA
62,Alessandro BISOLTI,Italy,NIP,30,+2:08:16,16,+2:08:16,+2:08:16,NIPPO - VINI FANTINI
63,Simon CLARKE,Australia,OGE,29,+2:10:16,16,+2:10:16,+2:10:16,ORICA GREENEDGE
64,Kenny ELISSONDE,France,FDJ,24,+2:12:34,16,+2:12:34,+2:12:34,FDJ
65,Simone STORTONI,Italy,AND,30,+2:13:13,16,+2:13:13,+2:13:13,ANDRONI GIOCATTOLI - SIDERMEC
66,Jesus HERRADA LOPEZ,Spain,MOV,25,+2:17:46,16,+2:17:46,+2:17:46,MOVISTAR TEAM
67,Nathan BROWN,United States,TCG,24,+2:18:08,16,+2:18:08,+2:18:08,TEAM CANNONDALE - GARMIN
68,Maciej PATERSKI,Poland,CCC,29,+2:21:06,16,+2:21:06,+2:21:06,CCC SPRANDI POLKOWICE
69,Marcus BURGHARDT,Germany,BMC,32,+2:21:51,16,+2:21:51,+2:21:51,BMC RACING TEAM
70,Clement CHEVRIER,France,IAM,23,+2:22:27,16,+2:22:27,+2:22:27,IAM CYCLING
71,Brent BOOKWALTER,United States,BMC,31,+2:22:50,16,+2:22:50,+2:22:50,BMC RACING TEAM
72,Edoardo ZARDINI,Italy,BAR,26,+2:25:37,16,+2:25:37,+2:25:37,BARDIANI CSF
73,Ruben FERNANDEZ,Spain,MOV,24,+2:26:18,16,+2:26:18,+2:26:18,MOVISTAR TEAM
74,Vasil KIRYIENKA,Belarus,SKY,34,+2:26:29,16,+2:26:29,+2:26:29,TEAM SKY
75,Gianfranco ZILIOLI,Italy,AND,25,+2:26:38,16,+2:26:38,+2:26:38,ANDRONI GIOCATTOLI - SIDERMEC
76,Davide VILLELLA,Italy,TCG,24,+2:27:08,16,+2:27:08,+2:27:08,TEAM CANNONDALE - GARMIN
77,Sander ARMEE,Belgium,LTS,30,+2:28:00,16,+2:28:00,+2:28:00,LOTTO SOUDAL
78,Axel DOMONT,France,ALM,25,+2:29:01,16,+2:29:01,+2:29:01,AG2R LA MONDIALE
79,Tom Jelte SLAGTER,Netherlands,TCG,26,+2:30:32,16,+2:30:32,+2:30:32,TEAM CANNONDALE - GARMIN
80,Salvatore PUCCIO,Italy,SKY,26,+2:30:37,16,+2:30:37,+2:30:37,TEAM SKY
81,Enrico BATTAGLIN,Italy,BAR,26,+2:30:41,16,+2:30:41,+2:30:41,BARDIANI CSF
82,Davide MALACARNE,Italy,AST,28,+2:33:18,16,+2:33:18,+2:33:18,ASTANA PRO TEAM
83,Manuele MORI,Italy,LAM,35,+2:34:25,16,+2:34:25,+2:34:25,LAMPRE - MERIDA
84,Simon GESCHKE,Germany,TGA,29,+2:35:02,16,+2:35:02,+2:35:02,TEAM GIANT - ALPECIN
85,Rinaldo NOCENTINI,Italy,ALM,38,+2:35:16,16,+2:35:16,+2:35:16,AG2R LA MONDIALE
86,Manuele BOARO,Italy,TCS,28,+2:38:11,16,+2:38:11,+2:38:11,TINKOFF - SAXO
87,Adam HANSEN,Australia,LTS,34,+2:39:49,16,+2:39:49,+2:39:49,LOTTO SOUDAL
88,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,+2:40:07,16,+2:40:07,+2:40:07,LAMPRE - MERIDA
89,Luca CHIRICO,Italy,BAR,23,+2:40:07,16,+2:40:07,+2:40:07,BARDIANI CSF
90,Patrick GRETSCH,Germany,ALM,28,+2:41:48,16,+2:41:48,+2:41:48,AG2R LA MONDIALE
91,Tobias LUDVIGSSON,Sweden,TGA,24,+2:46:38,16,+2:46:38,+2:46:38,TEAM GIANT - ALPECIN
92,Marek RUTKIEWICZ,Poland,CCC,34,+2:46:51,16,+2:46:51,+2:46:51,CCC SPRANDI POLKOWICE
93,Anthony ROUX,France,FDJ,28,+2:52:06,16,+2:52:06,+2:52:06,FDJ
94,Giacomo BERLATO,Italy,NIP,23,+2:52:26,16,+2:52:26,+2:52:26,NIPPO - VINI FANTINI
95,Elia FAVILLI,Italy,STH,26,+2:53:17,16,+2:53:17,+2:53:17,SOUTHEAST
96,Marco FRAPPORTI,Italy,AND,30,+2:54:14,16,+2:54:14,+2:54:14,ANDRONI GIOCATTOLI - SIDERMEC
97,Sonny COLBRELLI,Italy,BAR,25,+2:56:11,16,+2:56:11,+2:56:11,BARDIANI CSF
98,Nick VAN DER LIJKE,Netherlands,TLJ,24,+2:57:07,16,+2:57:07,+2:57:07,TEAM LOTTO NL - JUMBO
99,Juan Jose LOBATO DEL VALLE,Spain,MOV,27,+2:58:32,16,+2:58:32,+2:58:32,MOVISTAR TEAM
100,Kévin REZA,France,FDJ,27,+3:01:49,16,+3:01:49,+3:01:49,FDJ
101,Bertjan LINDEMAN,Netherlands,TLJ,26,+3:02:37,16,+3:02:37,+3:02:37,TEAM LOTTO NL - JUMBO
102,Luca PAOLINI,Italy,KAT,38,+3:03:13,16,+3:03:13,+3:03:13,TEAM KATUSHA
103,Chad HAGA,United States,TGA,27,+3:03:47,16,+3:03:47,+3:03:47,TEAM GIANT - ALPECIN
104,Pieter WEENING,Netherlands,OGE,34,+3:05:32,16,+3:05:32,+3:05:32,ORICA GREENEDGE
105,Sergio Miguel MOREIRA PAULINHO,Portugal,TCS,35,+3:05:38,16,+3:05:38,+3:05:38,TINKOFF - SAXO
106,Fabio SABATINI,Italy,EQS,30,+3:07:51,16,+3:07:51,+3:07:51,ETIXX - QUICK STEP
107,Lars Ytting BAK,Denmark,LTS,35,+3:10:21,16,+3:10:21,+3:10:21,LOTTO SOUDAL
108,Matteo TOSATTO,Italy,TCS,41,+3:10:48,16,+3:10:48,+3:10:48,TINKOFF - SAXO
109,Dayer Uberney QUINTANA ROJAS,Colombia,MOV,23,+3:10:55,16,+3:10:55,+3:10:55,MOVISTAR TEAM
110,Pier Paolo DE NEGRI,Italy,NIP,29,+3:11:56,16,+3:11:56,+3:11:56,NIPPO - VINI FANTINI
111,Enrico BARBIN,Italy,BAR,25,+3:13:36,16,+3:13:36,+3:13:36,BARDIANI CSF
112,Janier Alexis ACEVEDO COLLE,Colombia,TCG,30,+3:14:12,16,+3:14:12,+3:14:12,TEAM CANNONDALE - GARMIN
113,Maxim BELKOV,Russia,KAT,30,+3:14:30,16,+3:14:30,+3:14:30,TEAM KATUSHA
114,Julien BERARD,France,ALM,28,+3:14:37,16,+3:14:37,+3:14:37,AG2R LA MONDIALE
115,Luke DURBRIDGE,Australia,OGE,24,+3:16:12,16,+3:16:12,+3:16:12,ORICA GREENEDGE
116,Fumiyuki BEPPU,Japan,TFR,32,+3:16:26,16,+3:16:26,+3:16:26,TREK FACTORY RACING
117,Petr VAKOC,Czech Republic,EQS,23,+3:17:02,16,+3:17:02,+3:17:02,ETIXX - QUICK STEP
118,Sergei CHERNETSKI,Russia,KAT,25,+3:17:46,16,+3:17:46,+3:17:46,TEAM KATUSHA
119,Cédric PINEAU,France,FDJ,30,+3:17:56,16,+3:17:56,+3:17:56,FDJ
120,Matteo BUSATO,Italy,STH,28,+3:19:31,16,+3:19:31,+3:19:31,SOUTHEAST
121,Heinrich HAUSSLER,Australia,IAM,31,+3:20:02,16,+3:20:02,+3:20:02,IAM CYCLING
122,Davide APPOLLONIO,Italy,AND,26,+3:21:59,16,+3:21:59,+3:21:59,ANDRONI GIOCATTOLI - SIDERMEC
123,Lukasz OWSIAN,Poland,CCC,25,+3:22:47,16,+3:22:47,+3:22:47,CCC SPRANDI POLKOWICE
124,Hugo HOULE,Canada,ALM,25,+3:23:32,16,+3:23:32,+3:23:32,AG2R LA MONDIALE
125,Arnaud COURTEILLE,France,FDJ,26,+3:23:43,16,+3:23:43,+3:23:43,FDJ
126,Maarten TJALLINGII,Netherlands,TLJ,38,+3:23:45,16,+3:23:45,+3:23:45,TEAM LOTTO NL - JUMBO
127,Alessandro PETACCHI,Italy,STH,41,+3:24:04,16,+3:24:04,+3:24:04,SOUTHEAST
128,Elia VIVIANI,Italy,SKY,26,+3:28:35,16,+3:28:35,+3:28:35,TEAM SKY
129,Maximiliano Ariel RICHEZE,Argentina,LAM,32,+3:29:31,16,+3:29:31,+3:29:31,LAMPRE - MERIDA
130,Sacha MODOLO,Italy,LAM,28,+3:29:31,16,+3:29:31,+3:29:31,LAMPRE - MERIDA
131,Ivan ROVNY,Russia,TCS,28,+3:31:20,16,+3:31:20,+3:31:20,TINKOFF - SAXO
132,Nikolay MIHAYLOV,Bulgaria,CCC,27,+3:33:24,16,+3:33:24,+3:33:24,CCC SPRANDI POLKOWICE
133,Murilo Antonio FISCHER,Brazil,FDJ,36,+3:34:54,16,+3:34:54,+3:34:54,FDJ
134,Sam BEWLEY,New Zealand,OGE,28,+3:36:18,16,+3:36:18,+3:36:18,ORICA GREENEDGE
135,Alan MARANGONI,Italy,TCG,31,+3:37:18,16,+3:37:18,+3:37:18,TEAM CANNONDALE - GARMIN
136,Brett LANCASTER,Australia,OGE,36,+3:38:49,16,+3:38:49,+3:38:49,ORICA GREENEDGE
137,Roberto FERRARI,Italy,LAM,32,+3:39:53,16,+3:39:53,+3:39:53,LAMPRE - MERIDA
138,Alexander PORSEV,Russia,KAT,29,+3:40:12,16,+3:40:12,+3:40:12,TEAM KATUSHA
139,Christopher JUUL JENSEN,Denmark,TCS,26,+3:41:33,16,+3:41:33,+3:41:33,TINKOFF - SAXO
140,Luka MEZGEC,Slovenia,TGA,27,+3:41:52,16,+3:41:52,+3:41:52,TEAM GIANT - ALPECIN
141,Giacomo NIZZOLO,Italy,TFR,26,+3:41:56,16,+3:41:56,+3:41:56,TREK FACTORY RACING
142,Caleb FAIRLY,United States,TGA,28,+3:42:26,16,+3:42:26,+3:42:26,TEAM GIANT - ALPECIN
143,Eugenio ALAFACI,Italy,TFR,25,+3:43:38,16,+3:43:38,+3:43:38,TREK FACTORY RACING
144,Moreno HOFLAND,Netherlands,TLJ,24,+3:43:46,16,+3:43:46,+3:43:46,TEAM LOTTO NL - JUMBO
145,Serghei TVETCOV,Romania,AND,27,+3:44:02,16,+3:44:02,+3:44:02,ANDRONI GIOCATTOLI - SIDERMEC
146,Bartlomiej MATYSIAK,Poland,CCC,31,+3:49:27,16,+3:49:27,+3:49:27,CCC SPRANDI POLKOWICE
147,Rick ZABEL,Germany,BMC,22,+3:50:22,16,+3:50:22,+3:50:22,BMC RACING TEAM
148,Jérôme PINEAU,France,IAM,35,+3:52:53,16,+3:52:53,+3:52:53,IAM CYCLING
149,Iljo KEISSE,Belgium,EQS,33,+3:52:59,16,+3:52:59,+3:52:59,ETIXX - QUICK STEP
150,Rick FLENS,Netherlands,TLJ,32,+3:56:27,16,+3:56:27,+3:56:27,TEAM LOTTO NL - JUMBO
151,Fabio SILVESTRE,Portugal,TFR,25,+3:56:28,16,+3:56:28,+3:56:28,TREK FACTORY RACING
152,Bernhard EISEL,Austria,SKY,34,+3:56:31,16,+3:56:31,+3:56:31,TEAM SKY
153,Nikias ARNDT,Germany,TGA,24,+3:56:40,16,+3:56:40,+3:56:40,TEAM GIANT - ALPECIN
154,Boy VAN POPPEL,Netherlands,TFR,27,+3:58:50,16,+3:58:50,+3:58:50,TREK FACTORY RACING
155,Jussi VEIKKANEN,Finland,FDJ,34,+4:01:51,16,+4:01:51,+4:01:51,FDJ
156,Stig BROECKX,Belgium,LTS,25,+4:03:04,16,+4:03:04,+4:03:04,LOTTO SOUDAL
157,Calvin WATSON,Australia,TFR,22,+4:04:52,16,+4:04:52,+4:04:52,TREK FACTORY RACING
158,Riccardo STACCHIOTTI,Italy,NIP,24,+4:05:06,16,+4:05:06,+4:05:06,NIPPO - VINI FANTINI
159,Eduard Michael GROSU,Romania,NIP,23,+4:06:27,16,+4:06:27,+4:06:27,NIPPO - VINI FANTINI
160,Alessandro MALAGUTI,Italy,NIP,28,+4:10:46,16,+4:10:46,+4:10:46,NIPPO - VINI FANTINI
161,Tom STAMSNIJDER,Netherlands,TGA,30,+4:11:28,16,+4:11:28,+4:11:28,TEAM GIANT - ALPECIN
162,Marco BANDIERA,Italy,AND,31,+4:11:43,16,+4:11:43,+4:11:43,ANDRONI GIOCATTOLI - SIDERMEC
163,Nicola BOEM,Italy,BAR,26,+4:12:46,16,+4:12:46,+4:12:46,BARDIANI CSF
164,Eugert ZHUPA,Albania,STH,25,+4:13:33,16,+4:13:33,+4:13:33,SOUTHEAST
165,Bert DE BACKER,Belgium,TGA,31,+4:13:55,16,+4:13:55,+4:13:55,TEAM GIANT - ALPECIN
166,Michael HEPBURN,Australia,OGE,24,+4:16:58,16,+4:16:58,+4:16:58,ORICA GREENEDGE
167,Cheng JI,China,TGA,28,+4:19:36,16,+4:19:36,+4:19:36,TEAM GIANT - ALPECIN
168,Roger KLUGE,Germany,IAM,29,+4:22:23,16,+4:22:23,+4:22:23,IAM CYCLING
169,Aleksejs SARAMOTINS,Latvia,IAM,33,+4:31:44,16,+4:31:44,+4:31:44,IAM CYCLING
170,Marco COLEDAN,Italy,TFR,27,+4:31:53,16,+4:31:53,+4:31:53,TREK FACTORY RACING
1,Alberto CONTADOR VELASCO,Spain,TCS,33,68:12:50,17,+2.84224537037037,+0,TINKOFF - SAXO
2,Mikel LANDA MEANA,Spain,AST,26,+4:02,17,+4:02,+4:02,ASTANA PRO TEAM
3,Fabio ARU,Italy,AST,25,+4:52,17,+4:52,+4:52,ASTANA PRO TEAM
4,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+5:48,17,+5:48,+5:48,MOVISTAR TEAM
5,Yury TROFIMOV,Russia,KAT,31,+8:27,17,+8:27,+8:27,TEAM KATUSHA
6,Leopold KONIG,Czech Republic,SKY,28,+9:31,17,+9:31,+9:31,TEAM SKY
7,Damiano CARUSO,Italy,BMC,28,+9:52,17,+9:52,+9:52,BMC RACING TEAM
8,Steven KRUIJSWIJK,Netherlands,TLJ,28,+11:40,17,+11:40,+11:40,TEAM LOTTO NL - JUMBO
9,Alexandre GENIEZ,France,FDJ,27,+12:48,17,+12:48,+12:48,FDJ
10,Ryder HESJEDAL,Canada,TCG,35,+13:01,17,+13:01,+13:01,TEAM CANNONDALE - GARMIN
11,Maxime MONFORT,Belgium,LTS,32,+14:04,17,+14:04,+14:04,LOTTO SOUDAL
12,Jurgen VAN DEN BROECK,Belgium,LTS,32,+15:59,17,+15:59,+15:59,LOTTO SOUDAL
13,Giovanni VISCONTI,Italy,MOV,32,+20:12,17,+20:12,+20:12,MOVISTAR TEAM
14,Rigoberto URAN URAN,Colombia,EQS,28,+22:12,17,+22:12,+22:12,ETIXX - QUICK STEP
15,Amaël MOINARD,France,BMC,33,+26:21,17,+26:21,+26:21,BMC RACING TEAM
16,Mikel NIEVE ITURALDE,Spain,SKY,31,+26:30,17,+26:30,+26:30,TEAM SKY
17,Tanel KANGERT,Estonia,AST,28,+26:58,17,+26:58,+26:58,ASTANA PRO TEAM
18,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+27:55,17,+27:55,+27:55,BMC RACING TEAM
19,Carlos Alberto BETANCUR GOMEZ,Colombia,ALM,26,+32:33,17,+32:33,+32:33,AG2R LA MONDIALE
20,Paolo TIRALONGO,Italy,AST,38,+38:00,17,+38:00,+38:00,ASTANA PRO TEAM
21,Damiano CUNEGO,Italy,NIP,34,+38:24,17,+38:24,+38:24,NIPPO - VINI FANTINI
22,Roman KREUZIGER,Czech Republic,TCS,29,+38:34,17,+38:34,+38:34,TINKOFF - SAXO
23,Dario CATALDO,Italy,AST,30,+46:09,17,+46:09,+46:09,ASTANA PRO TEAM
24,Jon IZAGUIRRE INSAUSTI,Spain,MOV,26,+47:43,17,+47:43,+47:43,MOVISTAR TEAM
25,Davide FORMOLO,Italy,TCG,23,+48:21,17,+48:21,+48:21,TEAM CANNONDALE - GARMIN
26,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+1:01:27,17,+1:01:27,+1:01:27,TEAM CANNONDALE - GARMIN
27,Diego ROSA,Italy,AST,26,+1:02:43,17,+1:02:43,+1:02:43,ASTANA PRO TEAM
28,Stefano PIRAZZI,Italy,BAR,28,+1:06:56,17,+1:06:56,+1:06:56,BARDIANI CSF
29,Jonathan MONSALVE,Venezuela,STH,26,+1:19:38,17,+1:19:38,+1:19:38,SOUTHEAST
30,Benat INTXAUSTI ELORRIAGA,Spain,MOV,29,+1:19:43,17,+1:19:43,+1:19:43,MOVISTAR TEAM
31,Przemyslaw NIEMIEC,Poland,LAM,35,+1:20:15,17,+1:20:15,+1:20:15,LAMPRE - MERIDA
32,Michael ROGERS,Australia,TCS,36,+1:23:07,17,+1:23:07,+1:23:07,TINKOFF - SAXO
33,Franco PELLIZOTTI,Italy,AND,37,+1:25:37,17,+1:25:37,+1:25:37,ANDRONI GIOCATTOLI - SIDERMEC
34,Philippe GILBERT,Belgium,BMC,33,+1:29:37,17,+1:29:37,+1:29:37,BMC RACING TEAM
35,Grega BOLE,Slovenia,CCC,30,+1:30:45,17,+1:30:45,+1:30:45,CCC SPRANDI POLKOWICE
36,Luis Leon SANCHEZ GIL,Spain,AST,32,+1:31:36,17,+1:31:36,+1:31:36,ASTANA PRO TEAM
37,Fabio FELLINE,Italy,TFR,25,+1:32:15,17,+1:32:15,+1:32:15,TREK FACTORY RACING
38,Igor ANTON HERNANDEZ,Spain,MOV,32,+1:32:22,17,+1:32:22,+1:32:22,MOVISTAR TEAM
39,Martijn KEIZER,Netherlands,TLJ,27,+1:34:05,17,+1:34:05,+1:34:05,TEAM LOTTO NL - JUMBO
40,Kanstantsin SIUTSOU,Belarus,SKY,33,+1:38:07,17,+1:38:07,+1:38:07,TEAM SKY
41,Mauro FINETTO,Italy,STH,30,+1:38:17,17,+1:38:17,+1:38:17,SOUTHEAST
42,Pavel KOCHETKOV,Russia,KAT,29,+1:39:33,17,+1:39:33,+1:39:33,TEAM KATUSHA
43,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,+1:46:02,17,+1:46:02,+1:46:02,ORICA GREENEDGE
44,Matteo MONTAGUTI,Italy,ALM,31,+1:48:35,17,+1:48:35,+1:48:35,AG2R LA MONDIALE
45,David DE LA CRUZ MELGAREJO,Spain,EQS,26,+1:50:02,17,+1:50:02,+1:50:02,ETIXX - QUICK STEP
46,Francesco GAVAZZI,Italy,STH,31,+1:50:10,17,+1:50:10,+1:50:10,SOUTHEAST
47,Sebastian HENAO GOMEZ,Colombia,SKY,22,+1:51:43,17,+1:51:43,+1:51:43,TEAM SKY
48,Sylvain CHAVANEL,France,IAM,36,+1:52:48,17,+1:52:48,+1:52:48,IAM CYCLING
49,Sergey LAGUTIN,Russia,KAT,34,+1:53:15,17,+1:53:15,+1:53:15,TEAM KATUSHA
50,Maxime BOUET,France,EQS,29,+1:53:36,17,+1:53:36,+1:53:36,ETIXX - QUICK STEP
