Rank,Name,Country,Stage,Gap,Team
195,Tom STAMSNIJDER,Netherlands,2,+7:10,TEAM GIANT-SHIMANO
196,Ramon CARRETERO,Panama,2,+9:44,NERI SOTTOLI
1,Michael MATTHEWS,Australia,3,+0,ORICA GREENEDGE
2,Alessandro PETACCHI,Italy,3,+8,OMEGA PHARMA - QUICK-STEP
3,Daniel OSS,Italy,3,+10,BMC RACING TEAM
4,Luke DURBRIDGE,Australia,3,+14,ORICA GREENEDGE
5,Ivan SANTAROMITA,Italy,3,+14,ORICA GREENEDGE
6,Svein TUFT,Canada,3,+14,ORICA GREENEDGE
7,Pieter WEENING,Netherlands,3,+14,ORICA GREENEDGE
8,Rigoberto URAN URAN,Colombia,3,+19,OMEGA PHARMA - QUICK-STEP
9,Pieter SERRY,Belgium,3,+19,OMEGA PHARMA - QUICK-STEP
10,Serge PAUWELS,Belgium,3,+19,OMEGA PHARMA - QUICK-STEP
11,Gianluca BRAMBILLA,Italy,3,+19,OMEGA PHARMA - QUICK-STEP
12,Julien VERMOTE,Belgium,3,+19,OMEGA PHARMA - QUICK-STEP
13,Danilo WYSS,Switzerland,3,+21,BMC RACING TEAM
14,Cadel EVANS,Australia,3,+21,BMC RACING TEAM
15,Steve MORABITO,Switzerland,3,+21,BMC RACING TEAM
16,Samuel SANCHEZ GONZALEZ,Spain,3,+21,BMC RACING TEAM
17,Yannick EIJSSEN,Belgium,3,+23,BMC RACING TEAM
18,Brett LANCASTER,Australia,3,+25,ORICA GREENEDGE
19,Rafal MAJKA,Poland,3,+26,TINKOFF - SAXO
20,Ben SWIFT,Great Britain,3,+29,TEAM SKY
21,Edvald BOASSON HAGEN,Norway,3,+35,TEAM SKY
22,Marcel KITTEL,Germany,3,+36,TEAM GIANT-SHIMANO
23,Wouter POELS,Netherlands,3,+36,OMEGA PHARMA - QUICK-STEP
24,Thomas DE GENDT,Belgium,3,+36,OMEGA PHARMA - QUICK-STEP
25,Pawel POLJANSKI,Poland,3,+37,TINKOFF - SAXO
26,Michael ROGERS,Australia,3,+37,TINKOFF - SAXO
27,Nicolas ROCHE,Ireland,3,+37,TINKOFF - SAXO
28,Jay MCCARTHY,Australia,3,+37,TINKOFF - SAXO
29,Ivan ROVNY,Russia,3,+37,TINKOFF - SAXO
30,Chris Anker SÖRENSEN,Denmark,3,+37,TINKOFF - SAXO
31,Christopher JUUL JENSEN,Denmark,3,+37,TINKOFF - SAXO
32,Michele SCARPONI,Italy,3,+41,ASTANA PRO TEAM
33,Borut BOZIC,Slovenia,3,+41,ASTANA PRO TEAM
34,Valerio AGNOLI,Italy,3,+41,ASTANA PRO TEAM
35,Elia VIVIANI,Italy,3,+49,CANNONDALE
36,Kanstantsin SIUTSOU,Belarus,3,+49,TEAM SKY
37,Sebastian HENAO GOMEZ,Colombia,3,+49,TEAM SKY
38,Dario CATALDO,Italy,3,+49,TEAM SKY
39,Salvatore PUCCIO,Italy,3,+49,TEAM SKY
40,Philip DEIGNAN,Ireland,3,+49,TEAM SKY
41,Fabio ARU,Italy,3,+52,ASTANA PRO TEAM
42,Enrico GASPAROTTO,Italy,3,+52,ASTANA PRO TEAM
43,Janez BRAJKOVIC,Slovenia,3,+52,ASTANA PRO TEAM
44,Mikel LANDA MEANA,Spain,3,+52,ASTANA PRO TEAM
45,Paolo TIRALONGO,Italy,3,+52,ASTANA PRO TEAM
46,Giacomo NIZZOLO,Italy,3,+56,TREK FACTORY RACING
47,Davide APPOLLONIO,Italy,3,+58,AG2R LA MONDIALE
48,Francesco CHICCHI,Italy,3,+1:01,NERI SOTTOLI
49,Robert KISERLOVSKI,Croatia,3,+1:03,TREK FACTORY RACING
50,Fumiyuki BEPPU,Japan,3,+1:03,TREK FACTORY RACING
51,Fabio FELLINE,Italy,3,+1:03,TREK FACTORY RACING
52,Manuel QUINZIATO,Italy,3,+1:06,BMC RACING TEAM
53,Nicola RUFFONI,Italy,3,+1:07,BARDIANI CSF
54,Sonny COLBRELLI,Italy,3,+1:07,BARDIANI CSF
55,Ivan BASSO,Italy,3,+1:07,CANNONDALE
56,Michel KOCH,Germany,3,+1:07,CANNONDALE
57,Daniele RATTO,Italy,3,+1:07,CANNONDALE
58,Moreno MOSER,Italy,3,+1:07,CANNONDALE
59,Nairo Alexander QUINTANA ROJAS,Colombia,3,+1:09,MOVISTAR TEAM
60,Gorka IZAGUIRRE INSAUSTI,Spain,3,+1:09,MOVISTAR TEAM
61,Adriano MALORI,Italy,3,+1:09,MOVISTAR TEAM
62,Andrey AMADOR BAKKAZAKOVA,Costa Rica,3,+1:09,MOVISTAR TEAM
63,Eros CAPECCHI,Italy,3,+1:09,MOVISTAR TEAM
64,Georg PREIDLER,Austria,3,+1:10,TEAM GIANT-SHIMANO
65,Tobias LUDVIGSSON,Sweden,3,+1:10,TEAM GIANT-SHIMANO
66,Simon GESCHKE,Germany,3,+1:10,TEAM GIANT-SHIMANO
67,Maarten TJALLINGII,Netherlands,3,+1:11,BELKIN
68,Nacer BOUHANNI,France,3,+1:12,FDJ
69,Wilco KELDERMAN,Netherlands,3,+1:12,BELKIN
70,Matteo MONTAGUTI,Italy,3,+1:12,AG2R LA MONDIALE
71,Maxime BOUET,France,3,+1:12,AG2R LA MONDIALE
72,Patrick GRETSCH,Germany,3,+1:12,AG2R LA MONDIALE
73,Domenico POZZOVIVO,Italy,3,+1:12,AG2R LA MONDIALE
74,Hubert DUPONT,France,3,+1:12,AG2R LA MONDIALE
75,Alexis VUILLERMOZ,France,3,+1:12,AG2R LA MONDIALE
76,Julian David ARREDONDO MORENO,Colombia,3,+1:14,TREK FACTORY RACING
77,Danilo HONDO,Germany,3,+1:14,TREK FACTORY RACING
78,Riccardo ZOIDL,Austria,3,+1:14,TREK FACTORY RACING
79,Steven KRUIJSWIJK,Netherlands,3,+1:15,BELKIN
80,Mauro FINETTO,Italy,3,+1:15,NERI SOTTOLI
81,Jonathan MONSALVE,Venezuela,3,+1:15,NERI SOTTOLI
82,Matteo RABOTTINI,Italy,3,+1:15,NERI SOTTOLI
83,Iljo KEISSE,Belgium,3,+1:17,OMEGA PHARMA - QUICK-STEP
84,Roberto FERRARI,Italy,3,+1:20,LAMPRE - MERIDA
85,Stefano PIRAZZI,Italy,3,+1:21,BARDIANI CSF
86,Enrico BATTAGLIN,Italy,3,+1:21,BARDIANI CSF
87,Nicola BOEM,Italy,3,+1:21,BARDIANI CSF
88,Francesco Manuel BONGIORNO,Italy,3,+1:21,BARDIANI CSF
89,Marco CANOLA,Italy,3,+1:21,BARDIANI CSF
90,Edoardo ZARDINI,Italy,3,+1:21,BARDIANI CSF
91,Enrico BARBIN,Italy,3,+1:21,BARDIANI CSF
92,Edwin Alcibiades AVILA VANEGAS,Colombia,3,+1:23,COLOMBIA
93,Leonardo Fabio DUQUE,Colombia,3,+1:23,COLOMBIA
94,Yonder GODOY,Venezuela,3,+1:26,ANDRONI GIOCATTOLI - SIDERMEC
95,Diego ROSA,Italy,3,+1:28,ANDRONI GIOCATTOLI - SIDERMEC
96,Franco PELLIZOTTI,Italy,3,+1:28,ANDRONI GIOCATTOLI - SIDERMEC
97,Jackson RODRIGUEZ,Venezuela,3,+1:28,ANDRONI GIOCATTOLI - SIDERMEC
98,Johnny HOOGERLAND,Netherlands,3,+1:28,ANDRONI GIOCATTOLI - SIDERMEC
99,Oscar GATTO,Italy,3,+1:29,CANNONDALE
100,Paolo LONGO BORGHINI,Italy,3,+1:30,CANNONDALE
101,Laurent PICHON,France,3,+1:32,FDJ
102,Alexandre GENIEZ,France,3,+1:32,FDJ
103,Francis MOUREY,France,3,+1:32,FDJ
104,Johan LE BON,France,3,+1:32,FDJ
105,Jussi VEIKKANEN,Finland,3,+1:32,FDJ
106,Damiano CUNEGO,Italy,3,+1:34,LAMPRE - MERIDA
107,Diego ULISSI,Italy,3,+1:34,LAMPRE - MERIDA
108,Jan POLANC,Slovenia,3,+1:34,LAMPRE - MERIDA
109,Przemyslaw NIEMIEC,Poland,3,+1:34,LAMPRE - MERIDA
110,Winner ANACONA GOMEZ,Colombia,3,+1:34,LAMPRE - MERIDA
111,Maxime MONFORT,Belgium,3,+1:37,LOTTO
112,Jarlinson PANTANO,Colombia,3,+1:37,COLOMBIA
113,Fabio Andres DUARTE AREVALO,Colombia,3,+1:37,COLOMBIA
114,José HERRADA LOPEZ,Spain,3,+1:43,MOVISTAR TEAM
115,Tosh VAN DER SANDE,Belgium,3,+1:45,LOTTO
116,Joaquin RODRIGUEZ OLIVER,Spain,3,+1:47,TEAM KATUSHA
117,Vladimir GUSEV,Russia,3,+1:47,TEAM KATUSHA
118,Angel VICIOSO ARCOS,Spain,3,+1:47,TEAM KATUSHA
119,Luca PAOLINI,Italy,3,+1:47,TEAM KATUSHA
120,Tony HUREL,France,3,+1:48,TEAM EUROPCAR
121,Tim WELLENS,Belgium,3,+1:48,LOTTO
122,Lars Ytting BAK,Denmark,3,+1:48,LOTTO
123,Adam HANSEN,Australia,3,+1:48,LOTTO
124,Luka MEZGEC,Slovenia,3,+1:49,TEAM GIANT-SHIMANO
125,Bjorn THURAU,Germany,3,+1:51,TEAM EUROPCAR
126,Andrea FEDI,Italy,3,+1:51,NERI SOTTOLI
127,Francisco José VENTOSO ALBERDI,Spain,3,+1:56,MOVISTAR TEAM
128,Davide VILLELLA,Italy,3,+1:56,CANNONDALE
129,Davide MALACARNE,Italy,3,+2:02,TEAM EUROPCAR
130,Yukiya ARASHIRO,Japan,3,+2:02,TEAM EUROPCAR
131,Jos VAN EMDEN,Netherlands,3,+2:02,BELKIN
132,Alan MARANGONI,Italy,3,+2:02,CANNONDALE
133,Romain SICARD,France,3,+2:02,TEAM EUROPCAR
134,Pierre ROLLAND,France,3,+2:02,TEAM EUROPCAR
135,Maxime MEDEREL,France,3,+2:02,TEAM EUROPCAR
136,Marco BANDIERA,Italy,3,+2:02,ANDRONI GIOCATTOLI - SIDERMEC
137,Marco FRAPPORTI,Italy,3,+2:07,ANDRONI GIOCATTOLI - SIDERMEC
138,Miguel Angel RUBIANO CHAVEZ,Colombia,3,+2:10,COLOMBIA
139,Maxim BELKOV,Russia,3,+2:23,TEAM KATUSHA
140,Mattia CATTANEO,Italy,3,+2:27,LAMPRE - MERIDA
141,Manuel BELLETTI,Italy,3,+2:28,ANDRONI GIOCATTOLI - SIDERMEC
142,Boy VAN POPPEL,Netherlands,3,+2:29,TREK FACTORY RACING
143,Daniele COLLI,Italy,3,+2:31,NERI SOTTOLI
144,Tom VEELERS,Netherlands,3,+2:36,TEAM GIANT-SHIMANO
145,Rick FLENS,Netherlands,3,+2:46,BELKIN
146,Perrig QUEMENEUR,France,3,+2:57,TEAM EUROPCAR
147,Ben HERMANS,Belgium,3,+2:58,BMC RACING TEAM
148,Albert TIMMER,Netherlands,3,+3:06,TEAM GIANT-SHIMANO
149,Carlos Julian QUINTERO,Colombia,3,+3:07,COLOMBIA
150,Jonathan CASTROVIEJO NICOLAS,Spain,3,+3:19,MOVISTAR TEAM
151,Axel DOMONT,France,3,+3:25,AG2R LA MONDIALE
152,Tyler FARRAR,United States,3,+3:26,GARMIN
153,Rodolfo Andres TORRES AGUDELO,Colombia,3,+3:33,COLOMBIA
154,Murilo Antonio FISCHER,Brazil,3,+3:35,FDJ
155,Fabian WEGMANN,Germany,3,+3:40,GARMIN
156,Ryder HESJEDAL,Canada,3,+3:40,GARMIN
157,Thomas DEKKER,Netherlands,3,+3:40,GARMIN
158,Dylan VAN BAARLE,Netherlands,3,+3:40,GARMIN
159,Simone PONZI,Italy,3,+3:52,NERI SOTTOLI
160,Alberto LOSADA ALGUACIL,Spain,3,+3:55,TEAM KATUSHA
161,Martijn KEIZER,Netherlands,3,+4:06,BELKIN
162,Daniel MORENO FERNANDEZ,Spain,3,+4:10,TEAM KATUSHA
163,Bert DE BACKER,Belgium,3,+4:14,TEAM GIANT-SHIMANO
164,Christopher SUTTON,Australia,3,+4:14,TEAM SKY
165,Evgeny PETROV,Russia,3,+4:15,TINKOFF - SAXO
166,Eugenio ALAFACI,Italy,3,+4:20,TREK FACTORY RACING
167,Igor ANTON HERNANDEZ,Spain,3,+4:26,MOVISTAR TEAM
168,Julien BERARD,France,3,+4:29,AG2R LA MONDIALE
169,Sander ARMEE,Belgium,3,+4:30,LOTTO
170,Dennis VANENDERT,Belgium,3,+4:32,LOTTO
171,Sébastien CHAVANEL,France,3,+4:37,FDJ
172,David TANNER,Australia,3,+4:47,BELKIN
173,Robinson Eduardo CHALAPUD GOMEZ,Colombia,3,+4:51,COLOMBIA
174,Angelo TULIK,France,3,+4:59,TEAM EUROPCAR
175,Bernhard EISEL,Austria,3,+5:06,TEAM SKY
176,Manuele MORI,Italy,3,+5:12,LAMPRE - MERIDA
177,Brent BOOKWALTER,United States,3,+5:21,BMC RACING TEAM
178,Matteo BONO,Italy,3,+5:22,LAMPRE - MERIDA
179,Eduard VORGANOV,Russia,3,+5:29,TEAM KATUSHA
180,Giampaolo CARUSO,Italy,3,+5:29,TEAM KATUSHA
181,Kenny DE HAES,Belgium,3,+5:35,LOTTO
182,Giorgio CECCHINEL,Italy,3,+5:42,NERI SOTTOLI
183,Jeffry Johan ROMERO CORREDOR,Colombia,3,+5:46,COLOMBIA
184,Mitchell DOCKER,Australia,3,+5:51,ORICA GREENEDGE
185,Andre Fernando S. Martins CARDOSO,Portugal,3,+6:11,GARMIN
186,Nathan HAAS,Australia,3,+6:11,GARMIN
187,Emanuele SELLA,Italy,3,+7:33,ANDRONI GIOCATTOLI - SIDERMEC
188,Arnaud COURTEILLE,France,3,+7:48,FDJ
189,Gert DOCKX,Belgium,3,+8:45,LOTTO
190,Tom STAMSNIJDER,Netherlands,3,+9:42,TEAM GIANT-SHIMANO
191,Jetse BOL,Netherlands,3,+10:39,BELKIN
192,Marc GOOS,Netherlands,3,+10:42,BELKIN
193,Cameron MEYER,Australia,3,+13:42,ORICA GREENEDGE
194,Andrey ZEITS,Kazakhstan,3,+14:20,ASTANA PRO TEAM
195,Michael HEPBURN,Australia,3,+19:34,ORICA GREENEDGE
196,Ramon CARRETERO,Panama,3,+23:23,NERI SOTTOLI
1,Michael MATTHEWS,Australia,4,+0,ORICA GREENEDGE
2,Alessandro PETACCHI,Italy,4,+8,OMEGA PHARMA - QUICK-STEP
3,Daniel OSS,Italy,4,+10,BMC RACING TEAM
4,Ivan SANTAROMITA,Italy,4,+14,ORICA GREENEDGE
5,Pieter WEENING,Netherlands,4,+14,ORICA GREENEDGE
6,Luke DURBRIDGE,Australia,4,+14,ORICA GREENEDGE
7,Svein TUFT,Canada,4,+14,ORICA GREENEDGE
8,Serge PAUWELS,Belgium,4,+19,OMEGA PHARMA - QUICK-STEP
9,Rigoberto URAN URAN,Colombia,4,+19,OMEGA PHARMA - QUICK-STEP
10,Julien VERMOTE,Belgium,4,+19,OMEGA PHARMA - QUICK-STEP
11,Pieter SERRY,Belgium,4,+19,OMEGA PHARMA - QUICK-STEP
12,Gianluca BRAMBILLA,Italy,4,+19,OMEGA PHARMA - QUICK-STEP
13,Danilo WYSS,Switzerland,4,+21,BMC RACING TEAM
14,Cadel EVANS,Australia,4,+21,BMC RACING TEAM
15,Samuel SANCHEZ GONZALEZ,Spain,4,+21,BMC RACING TEAM
16,Steve MORABITO,Switzerland,4,+21,BMC RACING TEAM
17,Yannick EIJSSEN,Belgium,4,+23,BMC RACING TEAM
18,Brett LANCASTER,Australia,4,+25,ORICA GREENEDGE
19,Rafal MAJKA,Poland,4,+26,TINKOFF - SAXO
20,Ben SWIFT,Great Britain,4,+29,TEAM SKY
21,Edvald BOASSON HAGEN,Norway,4,+35,TEAM SKY
22,Thomas DE GENDT,Belgium,4,+36,OMEGA PHARMA - QUICK-STEP
23,Wouter POELS,Netherlands,4,+36,OMEGA PHARMA - QUICK-STEP
24,Pawel POLJANSKI,Poland,4,+37,TINKOFF - SAXO
25,Michael ROGERS,Australia,4,+37,TINKOFF - SAXO
26,Nicolas ROCHE,Ireland,4,+37,TINKOFF - SAXO
27,Ivan ROVNY,Russia,4,+37,TINKOFF - SAXO
28,Jay MCCARTHY,Australia,4,+37,TINKOFF - SAXO
29,Chris Anker SÖRENSEN,Denmark,4,+37,TINKOFF - SAXO
30,Christopher JUUL JENSEN,Denmark,4,+37,TINKOFF - SAXO
31,Borut BOZIC,Slovenia,4,+41,ASTANA PRO TEAM
32,Michele SCARPONI,Italy,4,+41,ASTANA PRO TEAM
33,Valerio AGNOLI,Italy,4,+41,ASTANA PRO TEAM
34,Elia VIVIANI,Italy,4,+49,CANNONDALE
35,Sebastian HENAO GOMEZ,Colombia,4,+49,TEAM SKY
36,Kanstantsin SIUTSOU,Belarus,4,+49,TEAM SKY
37,Salvatore PUCCIO,Italy,4,+49,TEAM SKY
38,Dario CATALDO,Italy,4,+49,TEAM SKY
39,Philip DEIGNAN,Ireland,4,+49,TEAM SKY
40,Fabio ARU,Italy,4,+52,ASTANA PRO TEAM
41,Enrico GASPAROTTO,Italy,4,+52,ASTANA PRO TEAM
42,Janez BRAJKOVIC,Slovenia,4,+52,ASTANA PRO TEAM
43,Mikel LANDA MEANA,Spain,4,+52,ASTANA PRO TEAM
44,Paolo TIRALONGO,Italy,4,+52,ASTANA PRO TEAM
45,Giacomo NIZZOLO,Italy,4,+56,TREK FACTORY RACING
46,Davide APPOLLONIO,Italy,4,+58,AG2R LA MONDIALE
47,Francesco CHICCHI,Italy,4,+1:01,NERI SOTTOLI
48,Fumiyuki BEPPU,Japan,4,+1:03,TREK FACTORY RACING
49,Fabio FELLINE,Italy,4,+1:03,TREK FACTORY RACING
50,Robert KISERLOVSKI,Croatia,4,+1:03,TREK FACTORY RACING
51,Manuel QUINZIATO,Italy,4,+1:06,BMC RACING TEAM
52,Sonny COLBRELLI,Italy,4,+1:07,BARDIANI CSF
53,Nicola RUFFONI,Italy,4,+1:07,BARDIANI CSF
54,Ivan BASSO,Italy,4,+1:07,CANNONDALE
55,Michel KOCH,Germany,4,+1:07,CANNONDALE
56,Moreno MOSER,Italy,4,+1:07,CANNONDALE
57,Daniele RATTO,Italy,4,+1:07,CANNONDALE
58,Nairo Alexander QUINTANA ROJAS,Colombia,4,+1:09,MOVISTAR TEAM
59,Gorka IZAGUIRRE INSAUSTI,Spain,4,+1:09,MOVISTAR TEAM
60,Andrey AMADOR BAKKAZAKOVA,Costa Rica,4,+1:09,MOVISTAR TEAM
61,Eros CAPECCHI,Italy,4,+1:09,MOVISTAR TEAM
62,Georg PREIDLER,Austria,4,+1:10,TEAM GIANT-SHIMANO
63,Tobias LUDVIGSSON,Sweden,4,+1:10,TEAM GIANT-SHIMANO
64,Simon GESCHKE,Germany,4,+1:10,TEAM GIANT-SHIMANO
65,Maarten TJALLINGII,Netherlands,4,+1:11,BELKIN
66,Nacer BOUHANNI,France,4,+1:12,FDJ
67,Matteo MONTAGUTI,Italy,4,+1:12,AG2R LA MONDIALE
68,Wilco KELDERMAN,Netherlands,4,+1:12,BELKIN
69,Patrick GRETSCH,Germany,4,+1:12,AG2R LA MONDIALE
70,Maxime BOUET,France,4,+1:12,AG2R LA MONDIALE
71,Alexis VUILLERMOZ,France,4,+1:12,AG2R LA MONDIALE
72,Hubert DUPONT,France,4,+1:12,AG2R LA MONDIALE
73,Domenico POZZOVIVO,Italy,4,+1:12,AG2R LA MONDIALE
74,Julian David ARREDONDO MORENO,Colombia,4,+1:14,TREK FACTORY RACING
75,Danilo HONDO,Germany,4,+1:14,TREK FACTORY RACING
76,Riccardo ZOIDL,Austria,4,+1:14,TREK FACTORY RACING
77,Mauro FINETTO,Italy,4,+1:15,NERI SOTTOLI
78,Jonathan MONSALVE,Venezuela,4,+1:15,NERI SOTTOLI
79,Steven KRUIJSWIJK,Netherlands,4,+1:15,BELKIN
80,Matteo RABOTTINI,Italy,4,+1:15,NERI SOTTOLI
81,Roberto FERRARI,Italy,4,+1:20,LAMPRE - MERIDA
82,Nicola BOEM,Italy,4,+1:21,BARDIANI CSF
83,Stefano PIRAZZI,Italy,4,+1:21,BARDIANI CSF
84,Marco CANOLA,Italy,4,+1:21,BARDIANI CSF
85,Enrico BATTAGLIN,Italy,4,+1:21,BARDIANI CSF
86,Francesco Manuel BONGIORNO,Italy,4,+1:21,BARDIANI CSF
87,Edoardo ZARDINI,Italy,4,+1:21,BARDIANI CSF
88,Enrico BARBIN,Italy,4,+1:21,BARDIANI CSF
89,Leonardo Fabio DUQUE,Colombia,4,+1:23,COLOMBIA
90,Edwin Alcibiades AVILA VANEGAS,Colombia,4,+1:23,COLOMBIA
91,Yonder GODOY,Venezuela,4,+1:26,ANDRONI GIOCATTOLI - SIDERMEC
92,Diego ROSA,Italy,4,+1:28,ANDRONI GIOCATTOLI - SIDERMEC
93,Franco PELLIZOTTI,Italy,4,+1:28,ANDRONI GIOCATTOLI - SIDERMEC
94,Jackson RODRIGUEZ,Venezuela,4,+1:28,ANDRONI GIOCATTOLI - SIDERMEC
95,Johnny HOOGERLAND,Netherlands,4,+1:28,ANDRONI GIOCATTOLI - SIDERMEC
96,Oscar GATTO,Italy,4,+1:29,CANNONDALE
97,Paolo LONGO BORGHINI,Italy,4,+1:30,CANNONDALE
98,Laurent PICHON,France,4,+1:32,FDJ
99,Johan LE BON,France,4,+1:32,FDJ
100,Francis MOUREY,France,4,+1:32,FDJ
101,Alexandre GENIEZ,France,4,+1:32,FDJ
102,Jussi VEIKKANEN,Finland,4,+1:32,FDJ
103,Diego ULISSI,Italy,4,+1:34,LAMPRE - MERIDA
104,Damiano CUNEGO,Italy,4,+1:34,LAMPRE - MERIDA
105,Przemyslaw NIEMIEC,Poland,4,+1:34,LAMPRE - MERIDA
106,Winner ANACONA GOMEZ,Colombia,4,+1:34,LAMPRE - MERIDA
107,Maxime MONFORT,Belgium,4,+1:37,LOTTO
108,Fabio Andres DUARTE AREVALO,Colombia,4,+1:37,COLOMBIA
109,Jarlinson PANTANO,Colombia,4,+1:37,COLOMBIA
110,Adriano MALORI,Italy,4,+1:40,MOVISTAR TEAM
111,José HERRADA LOPEZ,Spain,4,+1:43,MOVISTAR TEAM
112,Tosh VAN DER SANDE,Belgium,4,+1:45,LOTTO
113,Vladimir GUSEV,Russia,4,+1:47,TEAM KATUSHA
114,Joaquin RODRIGUEZ OLIVER,Spain,4,+1:47,TEAM KATUSHA
115,Luca PAOLINI,Italy,4,+1:47,TEAM KATUSHA
116,Angel VICIOSO ARCOS,Spain,4,+1:47,TEAM KATUSHA
117,Tony HUREL,France,4,+1:48,TEAM EUROPCAR
118,Lars Ytting BAK,Denmark,4,+1:48,LOTTO
119,Tim WELLENS,Belgium,4,+1:48,LOTTO
120,Adam HANSEN,Australia,4,+1:48,LOTTO
121,Luka MEZGEC,Slovenia,4,+1:49,TEAM GIANT-SHIMANO
122,Bjorn THURAU,Germany,4,+1:51,TEAM EUROPCAR
123,Andrea FEDI,Italy,4,+1:51,NERI SOTTOLI
124,Francisco José VENTOSO ALBERDI,Spain,4,+1:56,MOVISTAR TEAM
125,Davide VILLELLA,Italy,4,+1:56,CANNONDALE
126,Iljo KEISSE,Belgium,4,+2:01,OMEGA PHARMA - QUICK-STEP
127,Jos VAN EMDEN,Netherlands,4,+2:02,BELKIN
128,Yukiya ARASHIRO,Japan,4,+2:02,TEAM EUROPCAR
129,Davide MALACARNE,Italy,4,+2:02,TEAM EUROPCAR
130,Alan MARANGONI,Italy,4,+2:02,CANNONDALE
131,Maxime MEDEREL,France,4,+2:02,TEAM EUROPCAR
132,Pierre ROLLAND,France,4,+2:02,TEAM EUROPCAR
133,Marco BANDIERA,Italy,4,+2:02,ANDRONI GIOCATTOLI - SIDERMEC
134,Romain SICARD,France,4,+2:02,TEAM EUROPCAR
135,Jan POLANC,Slovenia,4,+2:05,LAMPRE - MERIDA
136,Marco FRAPPORTI,Italy,4,+2:07,ANDRONI GIOCATTOLI - SIDERMEC
137,Miguel Angel RUBIANO CHAVEZ,Colombia,4,+2:10,COLOMBIA
138,Maxim BELKOV,Russia,4,+2:23,TEAM KATUSHA
139,Mattia CATTANEO,Italy,4,+2:27,LAMPRE - MERIDA
140,Manuel BELLETTI,Italy,4,+2:28,ANDRONI GIOCATTOLI - SIDERMEC
141,Boy VAN POPPEL,Netherlands,4,+2:29,TREK FACTORY RACING
142,Daniele COLLI,Italy,4,+2:31,NERI SOTTOLI
143,Tom VEELERS,Netherlands,4,+2:36,TEAM GIANT-SHIMANO
144,Rick FLENS,Netherlands,4,+2:46,BELKIN
145,Perrig QUEMENEUR,France,4,+2:57,TEAM EUROPCAR
146,Ben HERMANS,Belgium,4,+2:58,BMC RACING TEAM
147,Albert TIMMER,Netherlands,4,+3:06,TEAM GIANT-SHIMANO
148,Carlos Julian QUINTERO,Colombia,4,+3:07,COLOMBIA
149,Jonathan CASTROVIEJO NICOLAS,Spain,4,+3:19,MOVISTAR TEAM
150,Axel DOMONT,France,4,+3:25,AG2R LA MONDIALE
151,Tyler FARRAR,United States,4,+3:26,GARMIN
152,Rodolfo Andres TORRES AGUDELO,Colombia,4,+3:33,COLOMBIA
153,Murilo Antonio FISCHER,Brazil,4,+3:35,FDJ
154,Fabian WEGMANN,Germany,4,+3:40,GARMIN
155,Dylan VAN BAARLE,Netherlands,4,+3:40,GARMIN
156,Ryder HESJEDAL,Canada,4,+3:40,GARMIN
157,Thomas DEKKER,Netherlands,4,+3:40,GARMIN
158,Simone PONZI,Italy,4,+3:52,NERI SOTTOLI
159,Alberto LOSADA ALGUACIL,Spain,4,+3:55,TEAM KATUSHA
160,Martijn KEIZER,Netherlands,4,+4:06,BELKIN
161,Daniel MORENO FERNANDEZ,Spain,4,+4:10,TEAM KATUSHA
162,Bert DE BACKER,Belgium,4,+4:14,TEAM GIANT-SHIMANO
163,Christopher SUTTON,Australia,4,+4:14,TEAM SKY
164,Evgeny PETROV,Russia,4,+4:15,TINKOFF - SAXO
165,Eugenio ALAFACI,Italy,4,+4:20,TREK FACTORY RACING
166,Igor ANTON HERNANDEZ,Spain,4,+4:26,MOVISTAR TEAM
167,Julien BERARD,France,4,+4:29,AG2R LA MONDIALE
168,Sander ARMEE,Belgium,4,+4:30,LOTTO
169,Dennis VANENDERT,Belgium,4,+4:32,LOTTO
170,Sébastien CHAVANEL,France,4,+4:37,FDJ
171,David TANNER,Australia,4,+4:47,BELKIN
172,Robinson Eduardo CHALAPUD GOMEZ,Colombia,4,+4:51,COLOMBIA
173,Angelo TULIK,France,4,+4:59,TEAM EUROPCAR
174,Bernhard EISEL,Austria,4,+5:06,TEAM SKY
175,Manuele MORI,Italy,4,+5:12,LAMPRE - MERIDA
176,Brent BOOKWALTER,United States,4,+5:21,BMC RACING TEAM
177,Matteo BONO,Italy,4,+5:22,LAMPRE - MERIDA
178,Eduard VORGANOV,Russia,4,+5:29,TEAM KATUSHA
179,Giampaolo CARUSO,Italy,4,+5:29,TEAM KATUSHA
180,Kenny DE HAES,Belgium,4,+5:35,LOTTO
181,Giorgio CECCHINEL,Italy,4,+5:42,NERI SOTTOLI
182,Jeffry Johan ROMERO CORREDOR,Colombia,4,+5:46,COLOMBIA
183,Mitchell DOCKER,Australia,4,+5:51,ORICA GREENEDGE
184,Andre Fernando S. Martins CARDOSO,Portugal,4,+6:11,GARMIN
185,Nathan HAAS,Australia,4,+6:11,GARMIN
186,Emanuele SELLA,Italy,4,+7:33,ANDRONI GIOCATTOLI - SIDERMEC
187,Arnaud COURTEILLE,France,4,+7:48,FDJ
188,Gert DOCKX,Belgium,4,+8:45,LOTTO
189,Tom STAMSNIJDER,Netherlands,4,+9:42,TEAM GIANT-SHIMANO
190,Jetse BOL,Netherlands,4,+10:39,BELKIN
191,Marc GOOS,Netherlands,4,+10:42,BELKIN
